gene,g_original,g_composition_removed,lineage,panel
ENSG00000023191,0.1424511965359171,0.05906411164441173,-3.27254511374295,False
ENSG00000023228,-0.15394539245340655,0.09963069334843377,-0.2259363398987665,False
ENSG00000023287,0.06690581517204648,0.22110729730681505,-0.8186438457339344,False
ENSG00000023318,0.03905917999358506,-0.02379719507481384,-1.51276845918062,False
ENSG00000023516,-0.4695056326168381,-0.4049555262460921,0.0,False
ENSG00000023572,0.136671288489254,0.2207174551851793,-2.2980011126260504,False
ENSG00000023734,-0.2671244060624773,0.012960664021865102,-1.8351831092963016,False
ENSG00000023909,0.25595290365802675,0.27527119050964616,0.33902442958158335,False
ENSG00000024048,0.2582659501625902,0.18878350102593117,-0.24324565334971626,False
ENSG00000024862,0.2344095191846734,0.2602027552987339,-1.5441514262944627,False
ENSG00000025039,-0.0941307715830906,-0.3974942450097716,-0.5426910154608016,False
ENSG00000025156,-0.1102203164005121,-0.04859429122246921,-2.0134352557190183,False
ENSG00000025293,0.3289985732615147,0.16538570164518498,0.008890411820482003,False
ENSG00000025770,-0.18403744236972974,-0.0702053706366725,0.0,False
ENSG00000025772,0.19978857812131043,0.4400351876964494,-1.6189554767276324,False
ENSG00000025796,-0.047716495538117035,0.013177435793302415,0.0,False
ENSG00000025800,-0.022606895214059536,-0.0022996511060114732,0.38038511526390484,False
ENSG00000026652,-0.0835263360448947,-0.15060606932582907,-0.8019650612497498,False
ENSG00000027697,-0.25373590036853005,-0.14040787324997714,0.0,False
ENSG00000027847,-0.17143471317421544,0.08690225958090127,-2.050763290154727,False
ENSG00000028203,0.18512268210042665,0.2908576020942422,-2.7551055451431186,False
ENSG00000028310,-0.3846508105521185,-0.2488064638664262,-1.883462118483195,False
ENSG00000028528,0.015809845837007536,0.19106912764713876,0.0,False
ENSG00000028839,0.15431438777216377,0.25972144882181014,-1.7688197943710424,False
ENSG00000029363,-0.21721875126924634,-0.2590379833520777,0.0,False
ENSG00000029364,-0.29481514518698815,-0.20560074276960036,-0.21702187266087836,False
ENSG00000029534,-0.0236028668166779,0.36116402728492814,-2.8092077524377532,False
ENSG00000029725,0.007241848573206493,0.13674591714074563,-1.6844368722188623,False
ENSG00000030582,0.6663461391511054,0.32139989181286316,-4.193398780812029,False
ENSG00000031003,0.18863608976815763,0.03635898746461185,0.0,False
ENSG00000031823,-0.10802396442574927,-0.015341086633598887,-1.6588417275293423,False
ENSG00000032219,0.4234896676652707,0.2757712414715194,-1.4741248546111496,False
ENSG00000032444,-0.003470901608358768,0.09853882444447563,-2.1354822753982274,False
ENSG00000033122,-0.2830985508365949,-0.19040802671172033,-2.5399469009415694,False
ENSG00000033170,0.36427704264149147,0.16238327743211106,0.37379792582833155,False
ENSG00000033178,0.23702728444144322,0.07500885583721628,-0.06121730300299488,False
ENSG00000033327,-0.3801575429321415,-0.18696303066447612,-3.2967564335820105,False
ENSG00000033627,-0.06187423575508016,0.25584201138901597,-2.7051825582224875,False
ENSG00000033867,0.10943646036820848,0.09161694062133637,0.8696533388207344,False
ENSG00000034053,0.2668327624078746,0.18660009189105356,0.0,False
ENSG00000034152,0.2936861203650727,0.5015170953538752,-1.8890638001061824,False
ENSG00000034510,0.24686284370327127,0.020182593470474616,-2.1022862079150784,False
ENSG00000034677,-0.1584432515823301,-0.17445190247547976,0.0,False
ENSG00000034713,0.03702430141921212,0.1026097841872703,-3.005999414815008,False
ENSG00000035115,0.06709122126674981,0.11582021621699518,-0.8011405468994296,False
ENSG00000035403,0.19673831552148532,0.1826474725894552,-1.8497913696962573,False
ENSG00000035681,0.19692895606116803,0.0703337130283527,0.0631178417006125,False
ENSG00000035687,0.06794793792944243,-0.05373929154707329,0.0,False
ENSG00000035862,0.3622232105685455,0.1511771785680058,1.418172085666615,False
ENSG00000035928,-0.08078625580828666,-0.26329621536556913,-2.634193188779075,False
ENSG00000036054,-0.3919296010435473,-0.28125958817401353,0.0,False
ENSG00000036257,0.001567536561132153,0.03346623523749902,0.0,False
ENSG00000036530,0.017408951517960135,0.045525499203232005,-0.0016578083720600878,False
ENSG00000036549,-0.19464734727995076,0.05860621859426793,-0.5055244202705925,False
ENSG00000036565,0.3746248209943952,0.12309561114857542,8.51584936494209,False
ENSG00000037042,0.4838189906297938,0.6155529939319107,0.42536220097405003,False
ENSG00000037474,-0.03774558701691662,0.041294574805189735,-0.7505799750790725,False
ENSG00000037637,0.2455776054631038,0.6241979131647823,-2.191121720385558,False
ENSG00000038219,0.11107086081586653,0.1463804613132627,-1.331555883039174,False
ENSG00000038274,0.3081200971153273,0.19550063595945477,0.0,False
ENSG00000038382,0.4750252890929176,0.24227526887693387,-1.159776816082809,False
ENSG00000039319,-0.05919196821008072,-0.15967809779454445,0.095044443793945,False
ENSG00000040199,-0.30644860452593786,-0.10272528454421839,0.0,False
ENSG00000040341,0.023117194240878436,0.14851017923593285,-3.1183678493281697,False
ENSG00000040731,0.16621159930180324,0.2814264340531599,-5.042957141354535,False
ENSG00000040933,-0.17913901174629096,0.08891058179285927,0.22189273635166007,False
ENSG00000041353,0.13818029559929582,0.10956555997575963,0.8582738026388395,False
